StudyHours,Attendance,PastScore,Internet,SleepHours,Passed
8,72,42,Yes,3,No
6,40,31,Yes,9,No
8,77,24,No,10,No
9,79,21,No,6,No
9,45,37,Yes,7,No
6,79,61,No,5,No
9,71,75,Yes,8,Yes
9,77,98,Yes,7,Yes
3,69,21,Yes,10,No
2,94,93,No,9,Yes
8,60,74,Yes,3,No
8,94,82,Yes,8,Yes
9,48,38,No,3,No
3,51,33,No,3,No
8,70,96,No,8,Yes
3,87,98,Yes,10,Yes
4,83,87,No,5,Yes
4,73,38,Yes,8,No
5,69,29,Yes,8,No
9,95,90,Yes,10,Yes
1,89,67,Yes,10,No
8,92,24,Yes,5,No
3,100,96,No,8,Yes
10,81,93,No,10,Yes
5,72,28,No,9,No
10,85,40,Yes,9,Yes
7,69,49,Yes,9,No
9,84,34,No,3,No
7,61,50,Yes,8,No
6,70,85,Yes,10,Yes
5,86,93,No,6,Yes
5,83,40,No,7,No
8,44,92,No,6,Yes
9,83,87,No,4,Yes
2,68,21,No,4,No
3,46,65,Yes,8,No
1,42,100,No,8,No
6,75,72,No,6,Yes
10,45,88,Yes,6,Yes
6,51,94,No,3,No
6,96,91,Yes,5,Yes
2,53,45,No,5,No
5,64,48,Yes,6,No
9,84,65,No,6,Yes
3,92,53,No,5,No
9,81,35,Yes,6,No
10,62,41,No,8,Yes
5,79,90,Yes,7,Yes
1,56,97,Yes,8,No
1,81,39,No,9,No
8,85,68,No,4,Yes
7,61,25,Yes,3,No
4,49,71,No,4,No
4,47,21,Yes,6,No
5,80,49,Yes,5,No
9,91,66,No,6,Yes
8,73,47,Yes,8,Yes
6,47,65,No,8,No
10,74,20,Yes,5,No
7,68,74,No,4,No
4,58,93,No,6,No
10,84,79,No,4,Yes
8,75,25,Yes,10,No
1,74,37,No,4,No
3,76,96,No,4,No
1,99,34,No,8,No
5,93,89,Yes,9,Yes
8,42,85,No,7,Yes
3,89,72,No,4,No
2,74,100,No,4,No
10,70,61,No,3,Yes
6,46,62,Yes,9,No
1,99,36,No,10,No
4,100,85,No,7,Yes
10,65,21,Yes,9,No
4,47,85,No,8,No
6,95,77,No,8,Yes
3,95,30,No,4,No
4,71,36,No,5,No
10,70,59,Yes,10,Yes
10,99,33,Yes,10,Yes
5,59,75,No,6,No
4,44,77,No,3,No
1,63,63,No,6,No
4,87,100,Yes,9,Yes
2,52,64,No,10,No
10,68,62,Yes,7,Yes
8,42,49,Yes,4,No
6,58,94,Yes,10,Yes
8,49,64,No,4,No
9,49,33,Yes,9,No
6,70,69,Yes,5,No
4,83,21,No,10,No
7,44,80,Yes,5,No
7,92,55,Yes,7,Yes
8,47,91,Yes,8,Yes
8,84,55,Yes,9,Yes
9,70,75,Yes,6,Yes
4,81,41,Yes,10,No
1,61,22,Yes,7,No
1,51,84,No,8,No
3,84,60,Yes,6,No
2,97,72,No,8,No
10,72,61,No,10,Yes
4,80,100,No,10,Yes
5,52,66,Yes,9,No
10,99,77,No,5,Yes
6,85,60,Yes,5,No
7,86,56,No,6,Yes
1,65,100,No,5,No
1,60,64,No,3,No
7,84,66,No,5,Yes
8,71,25,Yes,5,No
5,53,96,Yes,3,No
3,63,36,Yes,8,No
9,83,100,Yes,3,Yes
4,55,98,Yes,10,Yes
5,66,91,No,5,Yes
5,61,88,Yes,9,Yes
2,90,55,Yes,10,No
3,88,90,No,9,Yes
8,51,38,Yes,10,No
6,72,59,Yes,7,No
3,84,39,Yes,8,No
2,64,29,Yes,8,No
10,84,82,No,3,Yes
5,62,42,No,8,No
2,42,25,No,10,No
3,80,88,Yes,6,Yes
4,47,89,No,10,Yes
5,78,36,No,3,No
3,61,77,No,7,No
4,56,44,No,9,No
6,56,48,Yes,5,No
5,66,33,Yes,4,No
6,100,88,No,6,Yes
8,54,40,Yes,10,No
6,71,78,Yes,10,Yes
10,99,59,Yes,5,Yes
10,70,87,Yes,8,Yes
6,76,44,No,3,No
1,47,25,Yes,5,No
9,87,42,No,6,Yes
7,79,58,No,5,No
6,67,56,Yes,10,Yes
2,51,99,Yes,9,No
2,94,63,No,10,No
2,41,99,Yes,10,No
6,97,37,Yes,6,No
10,88,67,Yes,7,Yes
8,89,63,No,9,Yes
7,97,45,Yes,7,Yes
6,88,98,Yes,3,Yes
10,84,31,Yes,5,No
3,49,76,Yes,7,No
2,87,99,No,8,Yes
1,70,38,No,6,No
1,88,46,No,9,No
7,80,26,Yes,7,No
2,79,48,No,4,No
4,79,52,No,9,No
9,50,97,Yes,5,Yes
10,51,27,Yes,3,No
2,42,92,Yes,10,No
3,59,84,No,10,Yes
6,56,81,No,4,No
2,88,44,Yes,3,No
5,100,97,Yes,10,Yes
8,99,83,Yes,3,Yes
5,71,25,No,4,No
10,66,46,No,5,No
8,41,88,Yes,3,No
9,49,79,No,5,Yes
5,55,84,No,3,No
4,94,20,No,4,No
3,83,34,No,10,No
6,44,75,No,8,No
7,61,94,No,9,Yes
9,65,91,Yes,7,Yes
4,70,95,No,6,Yes
7,70,84,Yes,5,Yes
3,44,47,Yes,9,No
9,93,83,No,9,Yes
9,71,24,Yes,5,No
9,63,83,No,10,Yes
9,43,81,No,4,Yes
10,50,64,No,4,No
4,44,43,No,10,No
6,44,21,Yes,8,No
5,75,83,No,8,Yes
5,88,23,No,8,No
5,53,29,Yes,7,No
4,75,65,Yes,7,No
1,85,30,Yes,4,No
3,48,68,No,10,No
5,44,76,Yes,10,No
8,65,83,Yes,9,Yes
3,97,68,No,7,No
6,83,85,No,3,Yes
10,70,90,No,8,Yes
8,52,25,No,5,No
10,61,40,Yes,10,Yes
4,75,92,No,6,Yes
2,55,70,No,6,No
6,74,31,Yes,3,No
2,99,20,No,3,No
4,45,41,Yes,5,No
3,81,71,No,8,No
6,73,83,Yes,10,Yes
5,94,23,No,5,No
5,69,20,No,10,No
7,93,89,No,4,Yes
9,79,79,Yes,7,Yes
2,92,97,No,3,No
5,87,85,Yes,10,Yes
10,84,73,No,6,Yes
10,72,60,No,3,Yes
9,90,23,No,5,No
5,65,35,Yes,7,No
5,97,76,No,7,Yes
3,69,79,Yes,4,No
5,98,44,No,8,No
2,50,82,No,10,No
7,52,28,Yes,6,No
8,51,72,Yes,9,Yes
10,76,35,Yes,4,No
5,49,88,Yes,3,No
10,53,48,No,3,No
9,50,70,Yes,9,Yes
6,68,46,No,10,No
2,69,59,Yes,8,No
5,96,24,Yes,5,No
3,48,54,No,4,No
10,89,78,Yes,8,Yes
7,78,61,No,3,No
7,47,84,No,9,Yes
6,78,32,No,6,No
7,53,38,Yes,10,No
6,54,85,Yes,6,Yes
6,83,22,Yes,6,No
5,89,35,No,4,No
4,50,70,Yes,6,No
6,76,83,No,8,Yes
10,89,24,No,5,No
9,42,55,No,4,No
4,65,23,Yes,4,No
7,89,74,No,7,Yes
6,57,98,No,3,Yes
9,63,68,Yes,9,Yes
3,82,41,No,6,No
4,88,77,Yes,3,No
8,84,25,Yes,8,No
8,91,63,No,6,Yes
3,89,47,No,4,No
10,70,80,Yes,7,Yes
10,98,67,Yes,8,Yes
9,87,57,Yes,9,Yes
10,97,62,Yes,5,Yes
6,65,52,Yes,5,No
6,80,59,No,8,Yes
5,51,38,Yes,6,No
4,52,87,Yes,10,Yes
8,93,31,No,4,No
8,96,87,No,10,Yes
1,86,21,Yes,3,No
4,67,24,Yes,6,No
3,55,39,Yes,8,No
4,48,62,No,6,No
8,74,51,Yes,7,Yes
2,61,61,Yes,7,No
8,48,96,No,8,Yes
6,44,66,No,5,No
3,95,42,No,9,No
8,93,28,Yes,8,No
4,89,51,No,3,No
10,86,68,Yes,6,Yes
3,98,21,Yes,10,No
10,61,32,Yes,5,No
2,72,22,Yes,6,No
8,63,38,Yes,10,No
4,85,85,Yes,6,Yes
1,42,57,No,3,No
2,71,88,No,9,Yes
2,51,53,No,5,No
2,79,44,Yes,7,No
3,51,55,No,4,No
3,71,58,No,10,No
5,81,65,Yes,6,No
4,46,56,Yes,10,No
9,46,72,No,9,Yes
1,62,52,Yes,5,No
3,76,98,No,7,Yes
2,72,69,No,10,No
5,86,43,No,6,No
3,42,83,No,6,No
8,75,24,Yes,8,No
4,73,92,No,4,No
2,40,74,Yes,9,No
9,60,48,Yes,9,Yes
3,45,20,No,7,No
5,69,44,Yes,5,No
3,79,72,No,9,No
1,66,68,Yes,6,No
5,40,66,Yes,7,No
3,62,56,Yes,7,No
6,73,56,No,4,No
1,62,40,Yes,3,No
7,81,27,Yes,7,No
5,59,41,No,8,No
8,46,55,No,7,No
9,52,73,Yes,9,Yes
8,99,64,No,6,Yes
9,86,27,No,4,No
7,50,50,Yes,4,No
7,60,77,No,10,Yes
1,71,31,Yes,6,No
9,71,30,Yes,6,No
10,42,62,Yes,8,Yes
2,75,84,No,6,No
5,61,47,No,4,No
6,61,87,No,4,No
1,91,49,No,6,No
8,82,66,No,10,Yes
1,75,20,Yes,6,No
3,50,98,No,3,No
1,71,61,Yes,8,No
9,89,36,Yes,9,Yes
2,55,62,No,8,No
5,51,70,Yes,8,No
4,77,51,Yes,3,No
9,50,83,Yes,4,Yes
2,78,91,Yes,7,No
9,72,68,No,9,Yes
2,77,100,No,3,No
7,92,51,Yes,5,No
2,40,46,Yes,7,No
9,64,67,Yes,3,No
6,72,86,Yes,8,Yes
8,92,95,Yes,5,Yes
6,51,64,Yes,10,No
10,56,65,No,7,Yes
9,59,80,No,9,Yes
1,63,26,No,7,No
2,68,24,Yes,8,No
3,48,60,Yes,5,No
8,61,29,Yes,9,No
5,72,23,No,3,No
4,96,86,No,6,Yes
7,56,53,Yes,5,No
10,43,93,Yes,9,Yes
2,96,72,No,3,No
7,66,72,No,6,Yes
3,73,93,No,6,Yes
6,74,68,Yes,10,Yes
10,67,91,No,10,Yes
1,44,83,No,9,No
2,68,36,Yes,6,No
5,73,66,Yes,5,No
9,59,31,No,9,No
1,84,68,No,7,No
8,70,38,Yes,7,No
9,53,50,Yes,4,No
8,73,76,No,7,Yes
10,84,53,Yes,6,Yes
4,61,78,No,9,No
6,60,86,No,10,Yes
10,97,31,Yes,8,Yes
8,93,35,Yes,4,No
7,79,80,Yes,5,Yes
6,70,37,No,4,No
5,75,40,No,8,No
8,84,78,No,4,Yes
2,83,88,Yes,8,Yes
7,99,83,Yes,10,Yes
9,43,78,No,7,Yes
8,74,24,No,3,No
4,100,50,No,7,No
2,65,70,Yes,9,No
8,60,88,Yes,4,Yes
1,73,54,Yes,5,No
2,100,53,No,5,No
3,46,95,No,7,No
10,70,42,Yes,10,Yes
3,94,65,Yes,3,No
2,65,87,No,3,No
2,58,46,No,4,No
2,99,82,Yes,7,Yes
8,95,43,No,7,Yes
10,43,26,Yes,8,No
10,88,45,No,5,Yes
8,78,28,No,5,No
8,62,34,Yes,4,No
1,76,59,No,10,No
10,61,30,No,3,No
9,93,35,Yes,7,Yes
2,82,92,No,7,Yes
7,61,96,Yes,6,Yes
9,46,44,No,6,No
3,46,75,No,6,No
1,79,48,No,7,No
4,61,74,No,3,No
2,68,63,No,4,No
10,79,88,Yes,4,Yes
9,92,26,Yes,3,No
5,76,29,Yes,6,No
1,56,84,Yes,9,No
9,51,99,No,9,Yes
1,85,90,Yes,4,No
9,56,69,No,6,Yes
1,95,43,Yes,3,No
8,72,99,No,7,Yes
10,99,57,No,5,Yes
2,82,47,No,8,No
3,53,93,No,9,Yes
2,97,28,Yes,6,No
8,65,30,Yes,6,No
2,84,90,No,7,Yes
2,45,32,No,4,No
1,50,46,No,6,No
2,58,49,Yes,7,No
1,100,36,No,9,No
3,60,33,No,8,No
7,74,66,No,8,Yes
3,95,32,Yes,7,No
10,70,72,Yes,10,Yes
10,80,31,No,10,Yes
7,90,94,No,8,Yes
4,72,49,No,6,No
2,74,41,No,5,No
2,65,58,No,6,No
4,92,73,Yes,4,No
8,90,94,No,5,Yes
3,86,37,Yes,6,No
6,93,92,No,5,Yes
7,95,58,Yes,7,Yes
3,68,84,Yes,6,No
6,68,25,No,3,No
4,85,71,No,10,Yes
3,46,73,Yes,5,No
5,58,64,No,7,No
10,41,76,Yes,5,Yes
7,58,84,No,7,Yes
4,79,20,Yes,10,No
8,60,38,Yes,6,No
5,73,92,Yes,4,Yes
7,49,73,Yes,7,No
1,40,73,No,6,No
5,68,31,Yes,7,No
1,45,51,No,10,No
7,62,45,No,6,No
1,40,21,Yes,6,No
1,49,28,No,4,No
2,95,28,No,6,No
9,67,69,Yes,3,Yes
8,88,96,No,4,Yes
7,98,32,Yes,6,No
3,70,78,No,4,No
8,82,43,Yes,5,No
3,81,47,Yes,8,No
4,75,49,Yes,9,No
1,64,67,No,7,No
1,88,54,Yes,10,No
7,89,73,Yes,4,Yes
7,44,41,No,8,No
9,79,27,No,10,Yes
4,62,45,Yes,7,No
2,69,24,Yes,10,No
4,65,50,No,3,No
9,48,36,Yes,5,No
3,63,82,No,7,No
10,61,78,No,6,Yes
8,47,85,Yes,7,Yes
10,46,96,No,5,Yes
5,43,23,Yes,4,No
9,69,33,Yes,9,No
5,74,96,No,6,Yes
3,97,100,No,7,Yes
7,73,54,No,3,No
5,50,87,No,4,No
9,97,56,No,10,Yes
3,69,97,Yes,4,No
10,58,49,Yes,9,Yes
7,44,37,Yes,8,No
4,89,36,No,6,No
1,100,40,Yes,3,No
8,85,74,Yes,9,Yes
6,83,48,No,3,No
1,51,25,No,8,No
2,90,59,No,6,No
5,84,44,No,4,No
8,57,59,No,6,No
4,68,28,Yes,7,No
8,86,36,No,10,Yes
2,98,86,No,4,No
7,91,75,Yes,10,Yes
5,90,56,No,8,Yes
6,67,99,No,6,Yes
10,69,35,Yes,4,No
6,88,38,Yes,10,No
10,56,86,No,7,Yes
6,51,38,Yes,10,No
4,64,53,No,3,No
1,75,89,No,3,No
6,59,92,Yes,9,Yes
5,55,39,No,7,No
6,89,35,Yes,5,No
5,95,34,No,4,No
7,64,74,No,10,Yes
7,65,50,No,9,No
9,84,55,No,7,Yes
10,98,60,Yes,9,Yes
7,43,70,No,5,No
6,41,37,No,9,No
4,80,71,Yes,7,No
3,99,83,Yes,8,Yes
8,50,34,No,10,No
8,80,91,No,5,Yes
2,62,28,Yes,9,No
4,93,61,Yes,4,No
2,62,78,Yes,9,No
8,99,84,No,8,Yes
5,100,80,Yes,4,Yes
1,75,50,Yes,5,No
10,51,32,No,5,No
4,81,49,Yes,7,No
3,46,86,No,6,No
4,84,21,No,7,No
10,89,37,No,3,No
2,80,73,Yes,9,No
6,55,48,No,3,No
9,80,85,No,5,Yes
7,68,20,No,4,No
5,81,28,No,8,No
9,66,34,Yes,10,Yes
8,54,43,Yes,8,No
3,82,96,Yes,4,Yes
2,63,51,No,6,No
9,88,93,No,8,Yes
9,89,65,Yes,10,Yes
5,68,88,No,3,No
1,48,73,Yes,7,No
1,91,77,No,6,No
5,88,68,Yes,4,No
5,61,96,No,5,Yes
6,74,96,No,4,Yes
10,57,59,No,5,Yes
6,95,50,Yes,7,Yes
4,73,94,Yes,5,Yes
1,46,33,No,9,No
8,50,96,No,7,Yes
3,85,87,No,6,Yes
9,64,63,Yes,4,No
6,47,44,No,9,No
10,75,55,No,10,Yes
5,64,100,Yes,8,Yes
7,93,85,No,3,Yes
8,66,52,Yes,10,Yes
1,42,22,Yes,10,No
9,99,42,No,7,Yes
10,71,90,Yes,3,Yes
4,42,51,Yes,7,No
6,57,68,Yes,3,No
10,46,38,Yes,10,No
4,62,37,No,5,No
7,74,92,Yes,10,Yes
2,52,33,No,10,No
6,48,78,No,9,Yes
5,62,51,Yes,8,No
9,75,66,Yes,5,Yes
10,47,36,No,5,No
6,70,38,No,5,No
7,60,72,Yes,4,No
2,71,40,No,5,No
3,60,56,Yes,6,No
6,94,76,No,9,Yes
10,45,51,Yes,5,No
6,71,68,Yes,6,No
9,57,58,Yes,6,No
10,68,72,No,9,Yes
7,88,26,No,7,No
1,88,92,Yes,8,Yes
3,91,25,Yes,5,No
10,49,23,Yes,5,No
5,81,39,Yes,9,No
9,84,37,No,4,No
9,46,57,Yes,4,No
4,85,94,Yes,10,Yes
1,81,41,No,5,No
5,85,96,No,5,Yes
2,44,78,Yes,3,No
1,75,77,Yes,10,No
1,84,55,Yes,3,No
7,41,79,No,5,No
4,98,80,No,5,Yes
9,91,66,Yes,10,Yes
10,63,20,No,10,No
9,96,82,Yes,5,Yes
3,61,50,Yes,4,No
6,66,53,Yes,7,No
7,74,73,No,8,Yes
3,70,76,Yes,6,No
10,71,42,No,9,Yes
5,77,52,Yes,9,No
1,74,40,No,4,No
6,54,46,No,5,No
7,87,28,Yes,4,No
10,48,43,No,9,No
8,91,67,No,4,Yes
10,43,49,No,9,Yes
2,80,68,No,6,No
10,59,23,Yes,10,No
7,52,98,No,7,Yes
8,90,46,No,4,No
3,72,100,Yes,5,Yes
6,81,32,No,9,No
9,55,22,Yes,7,No
6,84,36,Yes,4,No
7,99,68,No,7,Yes
1,96,42,Yes,3,No
10,77,50,Yes,7,Yes
9,58,65,No,9,Yes
6,85,28,Yes,9,No
3,78,52,Yes,5,No
7,92,72,No,7,Yes
10,76,60,Yes,5,Yes
2,100,44,No,4,No
3,72,77,No,7,No
4,56,29,Yes,5,No
7,98,74,Yes,6,Yes
9,63,47,Yes,6,No
3,72,39,Yes,3,No
7,68,62,Yes,10,Yes
9,82,77,No,9,Yes
3,55,98,Yes,7,No
5,82,84,No,8,Yes
5,54,77,No,3,No
9,41,34,Yes,3,No
9,96,94,No,6,Yes
2,67,65,Yes,8,No
6,97,67,Yes,6,Yes
8,68,86,No,8,Yes
1,99,82,No,8,Yes
7,97,52,No,3,No
4,71,21,No,3,No
10,40,46,Yes,6,No
3,97,35,Yes,8,No
6,70,28,Yes,7,No
7,48,79,Yes,8,Yes
3,58,86,No,7,No
6,68,89,No,3,Yes
3,66,42,Yes,8,No
9,93,45,No,10,Yes
1,41,89,Yes,10,No
6,46,21,Yes,7,No
8,85,95,Yes,7,Yes
4,41,80,Yes,10,No
3,69,67,Yes,4,No
5,55,68,Yes,9,No
3,85,79,No,10,Yes
2,72,28,No,8,No
3,66,42,Yes,5,No
10,70,23,Yes,10,Yes
2,42,57,No,5,No
10,80,63,No,10,Yes
1,47,63,No,6,No
1,87,20,Yes,3,No
2,69,48,Yes,3,No
6,75,89,Yes,8,Yes
2,58,82,No,9,No
5,77,20,No,3,No
3,96,85,Yes,7,Yes
10,48,40,Yes,5,No
7,86,42,Yes,8,No
6,78,50,Yes,10,Yes
8,67,28,Yes,3,No
3,42,30,No,10,No
1,99,34,Yes,8,No
7,58,82,No,4,No
8,86,61,Yes,5,Yes
10,45,56,Yes,6,No
2,50,46,No,5,No
7,95,98,No,5,Yes
9,48,45,No,7,No
2,75,58,Yes,6,No
4,77,53,No,6,No
1,68,58,No,10,No
8,85,48,No,8,Yes
8,73,82,No,10,Yes
1,60,92,No,7,No
7,46,87,Yes,10,Yes
10,88,61,No,6,Yes
2,51,21,Yes,3,No
1,60,47,Yes,5,No
10,76,62,No,7,Yes
5,80,78,No,4,No
9,54,53,No,7,No
8,49,86,Yes,5,Yes
9,55,46,Yes,3,No
4,78,51,Yes,5,No
8,83,32,Yes,6,No
3,81,77,Yes,9,Yes
3,57,64,Yes,7,No
6,81,35,No,8,No
3,72,91,Yes,4,No
8,59,55,Yes,5,No
9,40,91,Yes,3,Yes
8,68,32,No,7,No
6,70,83,No,10,Yes
3,84,48,No,7,No
3,64,92,Yes,3,No
5,73,36,Yes,6,No
9,85,60,Yes,3,Yes
9,53,90,No,10,Yes
2,91,37,Yes,4,No
2,62,96,No,7,No
4,74,81,Yes,9,Yes
3,98,88,No,3,No
8,92,78,Yes,10,Yes
3,60,68,Yes,6,No
5,57,58,Yes,8,No
4,56,43,No,5,No
4,43,45,Yes,5,No
10,89,31,No,10,Yes
10,72,94,Yes,6,Yes
7,98,36,Yes,3,No
8,42,52,No,4,No
1,79,93,Yes,6,No
4,76,92,Yes,6,Yes
6,62,68,Yes,7,No
9,58,75,No,9,Yes
8,96,25,Yes,4,No
7,41,72,Yes,10,Yes
1,48,51,Yes,4,No
8,40,61,Yes,8,No
4,62,49,No,8,No
3,65,53,Yes,3,No
1,93,26,No,3,No
7,78,31,No,10,No
7,49,61,Yes,6,No
6,100,45,No,3,No
10,94,94,No,9,Yes
10,86,41,No,7,Yes
6,77,79,No,6,Yes
4,88,33,No,9,No
2,95,70,Yes,5,No
3,84,42,Yes,7,No
5,90,62,Yes,5,No
9,94,39,No,7,Yes
9,82,88,Yes,6,Yes
3,68,67,Yes,10,No
10,47,75,Yes,6,Yes
10,74,64,No,5,Yes
8,49,85,No,5,Yes
4,46,71,No,8,No
6,64,84,Yes,10,Yes
2,89,41,Yes,3,No
6,99,86,No,6,Yes
9,44,76,No,6,Yes
4,84,33,Yes,6,No
7,58,60,No,3,No
6,99,79,No,8,Yes
5,50,21,No,3,No
8,70,34,No,3,No
1,78,22,Yes,10,No
4,97,92,No,7,Yes
3,78,27,Yes,6,No
7,54,39,Yes,8,No
10,45,66,No,9,Yes
7,91,34,Yes,9,No
3,55,57,Yes,6,No
3,49,84,Yes,9,No
9,48,46,Yes,8,No
3,96,66,No,9,Yes
2,83,49,No,8,No
2,99,22,No,10,No
4,56,88,Yes,9,Yes
8,48,55,No,5,No
4,90,53,No,6,No
7,88,31,Yes,9,No
5,67,63,No,5,No
9,41,68,Yes,9,Yes
5,100,60,Yes,10,Yes
2,95,32,No,5,No
5,51,90,Yes,9,Yes
8,96,31,Yes,4,No
7,78,35,Yes,5,No
2,83,97,No,5,No
6,81,78,No,8,Yes
2,76,95,No,10,Yes
7,53,77,Yes,9,Yes
8,68,29,Yes,8,No
3,94,32,No,9,No
2,93,30,No,5,No
3,42,26,Yes,7,No
3,97,43,Yes,6,No
1,86,24,No,9,No
1,68,75,Yes,4,No
5,81,46,Yes,4,No
3,46,65,Yes,5,No
7,80,22,Yes,8,No
2,47,60,Yes,6,No
7,52,20,No,10,No
4,45,44,Yes,9,No
10,71,85,No,9,Yes
4,46,79,No,6,No
1,55,83,No,3,No
7,44,57,No,5,No
4,93,94,No,6,Yes
2,85,46,Yes,10,No
9,76,57,No,9,Yes
1,41,23,Yes,7,No
6,80,40,Yes,8,No
9,54,88,No,3,Yes
5,83,22,Yes,10,No
4,98,64,No,6,No
4,41,83,Yes,8,No
3,56,64,Yes,9,No
9,92,21,No,4,No
2,77,22,No,7,No
3,90,56,Yes,6,No
4,40,40,No,4,No
3,67,84,No,5,No
8,98,99,Yes,6,Yes
6,93,51,No,5,No
8,89,67,Yes,5,Yes
10,63,74,Yes,9,Yes
8,43,57,No,5,No
8,44,96,Yes,5,Yes
5,61,53,No,9,No
8,60,89,Yes,10,Yes
9,47,98,No,5,Yes
7,43,26,No,6,No
9,78,62,Yes,6,Yes
6,98,28,Yes,5,No
1,56,94,Yes,5,No
4,75,94,Yes,3,No
8,75,28,Yes,6,No
4,100,54,Yes,7,No
8,80,63,No,7,Yes
10,62,81,Yes,3,Yes
5,60,53,No,6,No
6,63,80,No,10,Yes
4,44,26,Yes,8,No
6,69,45,No,4,No
6,88,32,No,4,No
3,65,56,Yes,9,No
3,84,39,Yes,10,No
2,94,40,Yes,8,No
3,82,30,No,9,No
9,54,96,Yes,7,Yes
9,83,54,No,7,Yes
8,86,62,Yes,3,Yes
10,93,56,No,5,Yes
7,64,99,No,10,Yes
10,42,84,No,8,Yes
5,52,75,No,4,No
9,58,62,Yes,4,No
8,65,91,No,10,Yes
2,99,55,No,10,No
6,79,90,No,6,Yes
2,94,83,No,6,No
6,59,66,No,5,No
10,64,54,Yes,6,Yes
4,85,54,No,7,No
4,81,83,Yes,8,Yes
1,99,22,No,9,No
2,79,35,Yes,3,No
2,88,80,Yes,10,Yes
2,97,90,Yes,6,Yes
2,48,95,No,10,No
6,99,49,Yes,8,Yes
8,83,100,No,5,Yes
10,63,91,No,7,Yes
1,99,87,Yes,5,No
10,72,100,Yes,9,Yes
6,58,29,No,3,No
5,47,36,No,9,No
6,87,67,No,4,No
6,87,89,No,6,Yes
7,49,75,Yes,4,No
9,98,95,No,9,Yes
1,73,56,No,10,No
3,43,43,No,7,No
9,43,20,No,7,No
8,82,57,Yes,4,No
4,74,60,No,10,No
8,97,49,No,6,Yes
7,54,29,No,4,No
4,56,66,Yes,7,No
2,95,72,No,7,No
8,47,55,No,4,No
8,84,100,Yes,4,Yes
3,90,70,No,10,Yes
7,79,81,Yes,5,Yes
1,98,68,Yes,6,No
9,69,35,Yes,9,No
2,99,89,No,6,Yes
2,65,26,No,10,No
1,51,93,No,5,No
5,49,51,Yes,3,No
2,78,68,Yes,3,No
6,62,65,Yes,8,No
5,48,33,No,3,No
5,42,38,No,7,No
7,48,50,No,4,No
10,79,81,Yes,4,Yes
6,72,39,Yes,5,No
2,40,60,No,4,No
7,88,74,No,10,Yes
10,68,80,Yes,7,Yes
8,76,20,No,6,No
5,73,87,No,8,Yes
8,48,54,No,9,No
7,71,72,Yes,4,No
8,95,27,No,9,Yes
9,42,42,No,4,No
5,64,63,Yes,8,No
9,55,89,Yes,6,Yes
5,94,25,No,4,No
3,94,98,Yes,6,Yes
10,97,53,Yes,3,Yes
5,68,33,Yes,10,No
4,81,84,Yes,10,Yes
10,76,80,Yes,5,Yes
2,67,63,Yes,10,No
3,68,63,No,6,No
5,70,49,No,4,No
